Epoch,CNN2 - Train Loss,CNN2 - Train Acc,CNN2 - Test Acc,CNN2 - Epoch Time,RNN - Train Loss,RNN - Train Acc,RNN - Test Acc,RNN - Epoch Time
42,0.5096772278366298,79.19702612262522,61.484375,9.151411056518555,0.6141758054520594,74.63163860103627,67.6953125,6.401759147644043
43,0.5068500742206868,79.18825561312607,61.393229166666664,9.366907835006714,0.6099077450008564,74.92983592400691,64.46614583333333,6.252976179122925
44,0.5038118784537857,79.26719019861831,61.5234375,9.239146947860718,0.6072782524676418,74.98583225388602,62.630208333333336,6.185272455215454
45,0.5006372963001112,79.46284002590673,62.174479166666664,8.950328826904297,0.6072446310921654,75.01079447322971,64.59635416666667,6.246648788452148
46,0.5007138327970483,79.55256908462867,61.666666666666664,8.940778970718384,0.6067167066105212,74.91836679620035,64.3359375,6.329105854034424
47,0.4978559330501473,79.54919581174438,61.927083333333336,9.290977716445923,0.6010457990813312,75.06206822107082,65.14322916666667,6.143956899642944
48,0.4964333277087922,79.68884930915371,61.536458333333336,9.030426502227783,0.6022282310203361,75.03643134715026,62.5,7.271569490432739
49,0.49344831502020026,79.72123272884284,60.859375,8.940129280090332,0.5990116482098717,75.24827288428325,59.973958333333336,7.269842147827148
50,0.49224124680673753,79.98637197754749,61.419270833333336,9.228486776351929,0.6042004745254141,74.95075021588947,65.83333333333333,7.170604944229126

总结
模型,总训练时间(秒),平均每epoch时间(秒),最终测试准确率(%)
CNN2,466.69,9.33,61.42
RNN,373.77,7.48,65.83
