Epoch,Random Embedding - Train Loss,Random Embedding - Train Acc,Random Embedding - Test Acc,Pre-trained Embedding - Train Loss,Pre-trained Embedding - Train Acc,Pre-trained Embedding - Test Acc
1,1.0180157208730807,60.90378182995252,35.09716386554622,1.0440679618456081,57.99954083837511,32.698170731707314
2,0.836549268246829,65.97027406128615,37.73634453781513,0.9339665319889706,61.80180423509075,42.22560975609756
3,0.7794276283869828,67.93604337505396,38.85241596638655,0.8822934754521247,63.54661840968021,47.141768292682926
4,0.7455306262498176,69.22475183426845,41.34716386554622,0.8479912761041802,64.94436041486604,50.673272357723576
5,0.718743465979088,70.31587181700475,42.79149159663866,0.8202763840285683,65.96059312878133,52.90904471544715
6,0.6976874220021387,71.29437311178248,43.93382352941177,0.7996501030598412,66.92078111495246,53.22662601626016
7,0.6817966053583111,71.92962343547691,45.65388655462185,0.7828627584845008,67.61087402765773,56.21189024390244
8,0.6676451239250938,72.50148359948209,47.11134453781513,0.7663840336617253,68.24289649956785,56.8089430894309
9,0.654808371323396,72.88115019421666,48.266806722689076,0.7539244278067644,68.77430855661193,57.266260162601625
10,0.6429028420849354,73.49819270608546,48.51628151260504,0.7436010971755537,69.25912921348315,59.00660569105691
11,0.6325618951779581,73.82053841173932,49.92121848739496,0.7315072892499361,69.67575086430423,58.6890243902439
12,0.6242634735978982,74.22313336210617,51.10294117647059,0.7229380925590866,70.15044295592048,58.46036585365854
13,0.6163277149065384,74.54278161415624,52.455357142857146,0.7136687175688706,70.53060177182368,58.57469512195122
14,0.6088531355264633,74.88738131204143,53.33508403361345,0.7083005806368389,70.69671024200518,59.28607723577236
15,0.6018186430247837,75.0694594302978,53.82090336134454,0.6986207806069787,71.06809096802074,58.739837398373986
16,0.5950774246562284,75.38371277514027,53.66334033613445,0.6919357936149954,71.47255834053587,59.082825203252035
17,0.5903584594433555,75.62918105308589,53.72899159663866,0.6858899781195481,71.63596585998272,60.302337398373986
18,0.5846213825275325,75.74719464825205,54.1360294117647,0.679074748139909,71.96818280034572,59.76880081300813
19,0.5782008823160087,76.13225615019422,55.59348739495798,0.6722906477549722,72.16197601555747,60.56910569105691
20,0.5760291263342135,76.15316141562366,54.753151260504204,0.6691616591043583,72.2760911840968,61.229674796747965
21,0.5720318616381945,76.38581678895123,55.77731092436975,0.6617640977405018,72.58535004321521,61.26778455284553
22,0.5677664645295952,76.50045856711264,56.06617647058823,0.6585704445864686,72.71972234226448,61.610772357723576
23,0.5638822725956739,76.64274924471299,56.14495798319328,0.6539217696920385,73.01817739844425,61.31859756097561
24,0.5601364851679635,76.87000971083297,56.72268907563025,0.648909548901234,73.1775334917891,61.40752032520325
25,0.5571358230786562,77.03118256365991,57.30042016806723,0.6457139452856578,73.16200302506482,61.4964430894309
26,0.5537958347066163,77.1181754423824,56.026785714285715,0.6413797674541238,73.47936473638721,61.8140243902439
27,0.5498142913466236,77.21798122572292,57.30042016806723,0.6363417713250079,73.68733794295592,61.33130081300813
28,0.5474860824975774,77.35622572291757,57.45798319327731,0.6320300426433956,73.95203111495246,61.40752032520325
29,0.5439567148675808,77.5039113077255,57.89128151260504,0.6281375899659783,74.02495678478824,61.30589430894309
30,0.5431804925647078,77.63069162710401,57.247899159663866,0.62506368207965,74.14312337942955,62.19512195121951
31,0.5405481428319543,77.6522712559344,57.62867647058823,0.6244803683231798,74.22617761452031,61.24237804878049
32,0.5352116116886515,77.8458135520069,58.92857142857143,0.6193408409267175,74.43347558340535,61.36941056910569
33,0.5332583323310792,78.04542511868796,58.35084033613445,0.6157510647278154,74.58405358686258,61.71239837398374
34,0.5306021025356904,78.15939253344843,57.536764705882355,0.6135817921318777,74.64077355229041,62.13160569105691
35,0.5285115628424882,78.15871817004748,58.21953781512605,0.6099912707268058,74.89398768366465,61.30589430894309
36,0.528980036367038,78.272011221407,58.60031512605042,0.6065341976303011,74.95340859982714,62.86839430894309
37,0.526120080436143,78.38328118256366,57.720588235294116,0.6033636741694337,75.16678370786516,61.71239837398374
38,0.5250704846649166,78.36372464393612,58.66596638655462,0.5979774265051815,75.36732929991356,61.9410569105691
39,0.5233192894612606,78.30168321104877,58.35084033613445,0.5980991082975935,75.28900172860847,62.22052845528455
40,0.5226469263305785,78.37518882175226,59.466911764705884,0.5945557525370176,75.48279494382022,62.360264227642276
41,0.5196696923950017,78.5963800172637,59.283088235294116,0.5913461548346276,75.56855012964563,61.826727642276424
42,0.5170450299354427,78.75957596029349,59.16491596638655,0.587586019809584,75.80083189282628,62.00457317073171
43,0.5160358535221516,78.64763163573586,59.21743697478992,0.5861885548137006,75.89063850475367,62.06808943089431
44,0.5161827353677798,78.79261976694,59.02048319327731,0.5824438869766408,75.91427182368193,62.360264227642276
45,0.512050345345502,78.9463746223565,60.044642857142854,0.5815650364939468,75.94398228176318,62.39837398373984
46,0.5098127174558159,79.03067004747518,58.731617647058826,0.580534652471156,76.03986603284356,62.28404471544715
47,0.5112499110915175,79.00032369443245,59.309348739495796,0.5769155210555372,76.21340211754537,62.15701219512195
48,0.5089934595318307,79.00976478204575,59.992121848739494,0.5747327279982092,76.25256590319792,62.449186991869915
49,0.5065827811804886,79.11226801899008,59.598214285714285,0.5717349300094998,76.43082865168539,62.25863821138211
50,0.5052228779779215,79.2707434182132,59.519432773109244,0.5712057244332062,76.42070008643043,62.11890243902439
51,0.503199150424851,79.2774870522227,59.55882352941177,0.568090178528052,76.45378673292998,61.64888211382114
52,0.5024858040419191,79.4177546396202,59.00735294117647,0.5648163809741275,76.79680747623163,61.7505081300813
53,0.5013487518611889,79.51688605955978,59.32247899159664,0.5648792546384146,76.74076274848747,62.05538617886179
54,0.5010646132074609,79.473726801899,59.9264705882353,0.562426719904693,76.9082216940363,61.610772357723576
55,0.5019116269044311,79.47912170910661,59.74264705882353,0.5610657899705701,76.93590643906656,62.017276422764226
56,0.49948497011495474,79.4899115235218,59.87394957983193,0.5585939415433511,76.9960025929127,62.207825203252035
57,0.49815584116012024,79.53441950798447,59.82142857142857,0.5561498055055853,77.01490924805532,61.6869918699187
58,0.49669966568553764,79.65513055675443,59.72951680672269,0.5540181164458304,77.11214347450303,62.385670731707314
59,0.49618224012450407,79.58701985325852,60.08403361344538,0.5518324440401514,77.24381482281763,61.53455284552845
60,0.49412484684967894,79.73200798446267,60.08403361344538,0.5522576174525706,77.26609766637857,62.53810975609756
61,0.4949787767257511,79.59983275787657,60.85871848739496,0.5488848187602483,77.39574330164218,62.09349593495935
62,0.49531425573381954,79.54116314199396,60.55672268907563,0.5477703458942672,77.38021283491788,62.385670731707314
63,0.49220481440971575,79.77516724212343,61.30514705882353,0.5455639877178696,77.55442415730337,62.3094512195122
64,0.4897836450492199,79.954547906776,60.793067226890756,0.5430660542493482,77.69824978392394,62.3729674796748
65,0.4892491803922155,79.91678355632283,60.30724789915966,0.5448939634443566,77.53619273984442,62.25863821138211
66,0.4904822903095608,79.87632175226587,60.793067226890756,0.5406697324397447,77.65773552290406,62.05538617886179
67,0.48727553494975623,80.09144367716875,60.8061974789916,0.5408941626085119,77.63680315471046,61.801321138211385
68,0.4876904783960967,79.97073262839879,60.609243697478995,0.5382186638170414,77.90892394122731,63.0589430894309
69,0.4871540374766085,80.04288951230039,61.37079831932773,0.5355499295087961,77.901496326707,62.296747967479675
70,0.48744785185158895,80.0320996978852,60.924369747899156,0.5350079528308033,77.8940687121867,61.66158536585366
71,0.48612507479004063,80.02872788088045,61.04254201680672,0.5333356449465841,78.10339239412274,62.728658536585364
72,0.48305446031934673,80.29038088044885,61.64653361344538,0.5297437010376409,78.27287705272256,62.33485772357724
73,0.48543202199192975,80.05705114372033,60.54359243697479,0.5306374537166894,78.20940471045809,61.64888211382114
74,0.4814704100717539,80.4245791972378,60.661764705882355,0.5315244969112561,78.12027333621435,62.322154471544714
75,0.4841294853441999,80.29307833405265,60.9375,0.5282755170561625,78.20872947277442,62.24593495934959
76,0.4791673385201727,80.3632121277514,60.346638655462186,0.5264512191904112,78.37213699222126,62.18241869918699
77,0.4803200511436268,80.26677816141563,60.714285714285715,0.524777183555511,78.46667026793432,62.02997967479675
78,0.48044645423322824,80.27149870522227,60.2547268907563,0.5231884214479731,78.58753781331029,61.979166666666664
79,0.4808934300850127,80.19327255071212,60.8061974789916,0.5234289849104558,78.5605283059637,62.5
80,0.47910225386644906,80.39018666378938,60.793067226890756,0.5221002760158922,78.6044187554019,62.74136178861789
81,0.4779683314135196,80.54056970220113,61.37079831932773,0.5197074192035992,78.58956352636127,61.458333333333336
82,0.48002661681015735,80.36995576176089,61.108193277310924,0.5181691104348173,78.80091292134831,61.90294715447155
83,0.47692299982710523,80.44008955545965,60.96376050420168,0.5183144669863898,78.74689390665515,61.953760162601625
84,0.47684980970620466,80.5007822615451,60.83245798319328,0.5168070628089619,78.7630996110631,62.25863821138211
85,0.4756445213436862,80.56956732844195,61.27888655462185,0.5176046946622889,78.79618625756267,62.51270325203252
86,0.47638526922562124,80.44278700906344,61.04254201680672,0.513929077811288,78.89342048401038,61.25508130081301
87,0.47394939733489894,80.63902675873975,61.055672268907564,0.5127233039465384,78.8738385911841,62.4364837398374
88,0.47338178192245634,80.61947022011222,61.20010504201681,0.5118089342528476,78.93798617113224,61.826727642276424
89,0.4749460727825317,80.515618256366,60.740546218487395,0.512411643848364,79.02981849611064,62.042682926829265
90,0.4714489898181741,80.75299417350021,61.65966386554622,0.5091740373753868,78.97039757994814,62.09349593495935
91,0.47351947030873326,80.68555783340527,61.35766806722689,0.5106662102687586,79.08316227312014,61.572662601626014
92,0.4713891891285899,80.69971946482521,61.856617647058826,0.5073458697452059,79.04467372515126,61.72510162601626
93,0.4716247722271783,80.67341929218817,61.44957983193277,0.5058667990061082,79.28100691443387,62.15701219512195
94,0.46972756844414276,80.82177924039706,61.39705882352941,0.5052233762594782,79.17904602420052,61.1280487804878
95,0.46742622200745315,80.89326176089772,61.554621848739494,0.5063486247039307,79.24386884183232,62.00457317073171
96,0.46839508692097653,80.8332434182132,61.6202731092437,0.5030199434292683,79.40457541054451,62.042682926829265
97,0.4691044995227622,80.81705869659042,60.898109243697476,0.5020814639030793,79.55515341400172,61.8140243902439
98,0.46965328853675453,80.82110487699612,60.96376050420168,0.5016293755644737,79.4869544079516,62.3729674796748
99,0.4680487472221519,80.90607466551576,60.62237394957983,0.5020912520767752,79.41065254969749,61.8775406504065
100,0.46652423074717375,80.849428139836,61.554621848739494,0.500181067371926,79.44779062229905,61.979166666666664

总结
模型,总训练时间(秒),最终测试准确率(%)
Random Embedding,946.76,61.55
Pre-trained Embedding,1009.65,61.98
